<openmm.openmm.HarmonicBondForce; proxy of <Swig Object of type 'OpenMM::HarmonicBondForce *' at 0x2af9aae63a20> >
<openmm.openmm.HarmonicAngleForce; proxy of <Swig Object of type 'OpenMM::HarmonicAngleForce *' at 0x2af9aae63a50> >
<openmm.openmm.NonbondedForce; proxy of <Swig Object of type 'OpenMM::NonbondedForce *' at 0x2af9aae63f90> >
<openmm.openmm.CMMotionRemover; proxy of <Swig Object of type 'OpenMM::CMMotionRemover *' at 0x2af9aae63a20> >
<openmm.openmm.MonteCarloBarostat; proxy of <Swig Object of type 'OpenMM::MonteCarloBarostat *' at 0x2af9aae63a50> >
#"Progress (%)"	"Step"	"Total Energy (kJ/mole)"	"Temperature (K)"	"Box Volume (nm^3)"	"Density (g/mL)"
15.6%	1560000	-31966.0796669118	317.6966919216953	30.5051393889062	0.976736684684371
15.7%	1570000	-32336.221848093846	294.8995258752863	30.676635062437242	0.9712763036725198
15.8%	1580000	-31943.419052663667	307.19971681849603	30.06722424471639	0.9909624004547317
15.9%	1590000	-32220.241022984206	301.9765592553425	30.401531859680585	0.9800653746685222
16.0%	1600000	-32183.280618762714	297.2165750838883	29.986270478978145	0.9936376960730401
16.1%	1610000	-32796.78586550191	291.0220253943894	30.35487216539718	0.9815718725549443
16.2%	1620000	-31971.581141246425	302.826193203723	30.71115591467604	0.9701845412570874
16.3%	1630000	-32411.275728028908	294.4952651816452	29.658129131965406	1.004631431064929
16.4%	1640000	-32256.216972228547	304.26611059217026	30.341486372235472	0.982004913899662
16.5%	1650000	-32512.131906534254	288.93911516160125	30.660717911013915	0.9717805303525446
16.6%	1660000	-31809.806645847333	305.0440279311059	30.316248148138907	0.9828224312903308
16.7%	1670000	-32171.65076317865	299.2995885963264	30.45181482797805	0.9784470607374056
16.8%	1680000	-31954.24257036572	305.38640345588306	30.812632166860887	0.9669894006848282
16.9%	1690000	-32378.353826032893	309.24992358635075	30.74852945372723	0.9690053229177488
17.0%	1700000	-32199.686754838505	308.040311355515	29.79175048619729	1.0001254785736509
17.1%	1710000	-32126.084047839453	296.77646528915307	30.17896899300458	0.9872931285181211
17.2%	1720000	-32018.844459769258	303.34415895663386	30.36745460480432	0.9811651684445437
