<openmm.openmm.HarmonicBondForce; proxy of <Swig Object of type 'OpenMM::HarmonicBondForce *' at 0x2b163d4c3a80> >
<openmm.openmm.HarmonicAngleForce; proxy of <Swig Object of type 'OpenMM::HarmonicAngleForce *' at 0x2b163d4c3e40> >
<openmm.openmm.NonbondedForce; proxy of <Swig Object of type 'OpenMM::NonbondedForce *' at 0x2b163d4c3ba0> >
<openmm.openmm.CMMotionRemover; proxy of <Swig Object of type 'OpenMM::CMMotionRemover *' at 0x2b163d4c3a80> >
<openmm.openmm.MonteCarloBarostat; proxy of <Swig Object of type 'OpenMM::MonteCarloBarostat *' at 0x2b163d4c3e40> >
#"Progress (%)"	"Step"	"Total Energy (kJ/mole)"	"Temperature (K)"	"Box Volume (nm^3)"	"Density (g/mL)"
15.4%	1540000	-31184.75958176091	314.92011651659067	30.472903158205312	0.9777699406540449
15.5%	1550000	-31371.68616300373	307.0593342193165	30.644752818289813	0.9722868018949045
15.6%	1560000	-31337.293842618295	313.421750676441	30.55385219980756	0.9751794476750963
15.7%	1570000	-31676.7905547283	301.4113856358674	30.612780971177123	0.9733022537419334
15.8%	1580000	-32014.050529852917	295.81254540877353	30.308426360980302	0.9830760712444705
15.9%	1590000	-31262.961114213744	307.92669457920914	30.61455991402142	0.9732456973490112
16.0%	1600000	-31055.64527333522	302.1314353200297	30.39417555861497	0.9803025798510132
16.1%	1610000	-31406.642909255752	302.4700671023779	30.576770982921506	0.9744485030547201
16.2%	1620000	-31642.968307581672	319.8418855669758	30.776358661705476	0.9681291097516649
16.3%	1630000	-31130.636944292986	316.72974477958616	30.58451022115562	0.9742019243435527
16.4%	1640000	-31615.9083208511	304.14262257267706	30.837276694189317	0.966216602329519
16.5%	1650000	-31527.863471363613	305.61876183314075	30.771267265871238	0.9682892958263498
16.6%	1660000	-31629.79158012144	315.79411482513024	30.019311180745472	0.9925440504999272
16.7%	1670000	-31188.733861771354	313.34236370725915	30.626968529783205	0.9728513836940874
16.8%	1680000	-31422.108765897283	308.35115544604787	30.881280907489906	0.9648397941073845
16.9%	1690000	-31454.028992653766	317.5389031399367	29.709437592400125	1.0028964237336069
17.0%	1700000	-31464.112442749494	316.214117139809	30.380535563169516	0.9807427077972941
17.1%	1710000	-31160.2657616706	323.8464101463068	30.61853417641152	0.9731193707995751
17.2%	1720000	-31238.611634575704	317.70924802275766	30.956379186361104	0.9624991518931352
17.3%	1730000	-31607.26457111904	310.1149615047414	30.22572223642376	0.9857659803625657
17.4%	1740000	-31331.055465573387	307.11745467929944	30.513828457215503	0.976458550729947
17.5%	1750000	-31860.872618439316	310.8751491439843	30.142504587477166	0.9884874903505373
17.6%	1760000	-31567.870777800912	315.22019549713923	30.111074146842927	0.989519290054249
17.7%	1770000	-31400.970105485932	307.21465057259553	30.537645653504672	0.9756969823616826
17.8%	1780000	-31605.498289051873	308.38329157679186	30.493115791306273	0.977121817149617
17.9%	1790000	-31725.577772648016	309.52658437047256	30.798198809967857	0.9674425733920365
18.0%	1800000	-31697.760451078473	308.32868627537886	30.292640657477076	0.9835883589501629
18.1%	1810000	-31133.566229190154	311.32670465335696	30.840901407168275	0.9661030434612905
18.2%	1820000	-31722.22289694933	305.59799454128336	30.51579468804176	0.9763956343640902
18.3%	1830000	-31560.446261293662	311.73929009325246	30.435183242227826	0.9789817421310807
18.4%	1840000	-31543.022597205767	311.33475430244204	30.503651764174872	0.9767843189040167
18.5%	1850000	-31779.345279483998	303.56688049515986	30.469750281565815	0.9778711160157136
18.6%	1860000	-31629.07609348552	305.15525126082895	31.103855072638357	0.9579355563151898
18.7%	1870000	-31628.791056566813	313.0770337987981	30.41017930084677	0.9797866831954262
18.8%	1880000	-31484.260189628636	309.26502101501757	30.752561359450905	0.9688782786022501
18.9%	1890000	-31531.161345919536	304.6421253594321	30.747608726323968	0.9690343394751877
19.0%	1900000	-30829.998771832732	314.2252304477762	31.073450789561306	0.9588728627000205
